id,Channel,Partner_Provided,UGC,Channel_id,Label,AssetChannelID,Label2,CMS,client_youtube_shares
3036,hr balaji production,erikllp,erikllpugc,7cyhctxq0el4oatyyloadq,erik,uc7cyhctxq0el4oatyyloadq,erik,nd2,30
3037,Channel to be confirmed,TNDM,TNDMUGC,Channel to be confirmed,TNDMJPS,Channel to be confirmed,TNDMJPS,ND2,30
3038,Channel to be confirmed,TNDM-6,TNDM-6UGC,Channel to be confirmed,TNDMKF,Channel to be confirmed,TNDMKF,ND2,30
3039,Channel to be confirmed,TNDM,TNDMUGC,Channel to be confirmed,TNDMMSH,Channel to be confirmed,TNDMMSH,ND2,30
3040,Just Punjabi,TNDM-Punjabi,TNDM-PunjabiUGC,NSmgU-V9kMcfPMpsMacOvA,TNDMP,UCNSmgU-V9kMcfPMpsMacOvA,TNDMP,ND2,30
3041,ANGEL VIDEO BHOJPURI,TNDM-Rakesh,TNDM-RakeshUGC,hXqTZYSg8PM2a-7ox_1XLw,TNDMR,UChXqTZYSg8PM2a-7ox_1XLw,TNDMR,ND2,30
3042,VNS Records,TNDM-Rakesh,TNDM-RakeshUGC,Ovyialp-CDz_aeeJUOUieg,TNDMR,UCOvyialp-CDz_aeeJUOUieg,TNDMR,ND2,30
3043,MI Records,TNDM-Rakesh,TNDM-RakeshUGC,yCdcDiNkS8niwcdpUastmw,TNDMR,UCyCdcDiNkS8niwcdpUastmw,TNDMR,ND2,30
3044,Rangoli Hit Music,TNDM-Rangoli,TNDM-RangoliUGC,Ct_6cp3jfX-fPx3R2MiNwg,TNDMRGL,UCCt_6cp3jfX-fPx3R2MiNwg,TNDMRGL,ND2,30
3045,Channel to be confirmed,TNDM-RedHill,TNDM-RedHillUGC,Channel to be confirmed,TNDMRH,Channel to be confirmed,TNDMRH,ND2,30
3046,Rajlaxmi Music,TNDM-Rajlax,TNDM-RajlaxUGC,qeJvaGPKRkuGGHvj66pL-Q,TNDMRL,UCqeJvaGPKRkuGGHvj66pL-Q,TNDMRL,ND2,30
3047,channel to be confirmed,tndm-rajlax,tndm-rajlaxugc,channel to be confirmed,tndmrl,channel to be confirmed,tndmrl,nd2,30
3048,Sonic Enterprise,TNDM-Sonic,TNDM-SonicUGC,k3plMzqJ-nTseJJsRcyiqA,TNDMS,UCk3plMzqJ-nTseJJsRcyiqA,TNDMS,ND2,30
3049,Channel to be confirmed,TNDM-6,TNDM-6UGC,Channel to be confirmed,TNDMSF,Channel to be confirmed,TNDMSF,ND2,30
3050,Channel to be confirmed,TNDM-6,TNDM-6UGC,Channel to be confirmed,TNDMSST,Channel to be confirmed,TNDMSST,ND2,30
3051,Channel to be confirmed,TNDM-6,TNDM-6UGC,Channel to be confirmed,TNDMUR,Channel to be confirmed,TNDMUR,ND2,30
3052,Channel to be confirmed,TNDM-6,TNDM-6UGC,Channel to be confirmed,TNDMWM,Channel to be confirmed,TNDMWM,ND2,30
3053,PARDEEP JANDLI,Tristar,TristarUGC,jffxdz7wPbpieI_url0Sew,TRIS,UCjffxdz7wPbpieI_url0Sew,TRIS,ND2,30
3054,MG Bros Official,Tristar,TristarUGC,atpyaJTdu-DBL5Ac-4MVkw,TRIS,UCatpyaJTdu-DBL5Ac-4MVkw,TRIS,ND2,30
3055,Dhavni Records,Tristar,TristarUGC,NUp7Kf1jx5nepNlDHRXseg,TRIS,UCNUp7Kf1jx5nepNlDHRXseg,TRIS,ND2,30
3056,Dream Star Films,DreamStar,DreamStarUGC,zos2IW1GMR7pOHU5_8bavA,TYAGIDSF,UCzos2IW1GMR7pOHU5_8bavA,TYAGIDSF,ND2,30
3057,mad music films,madmusic,madmusicugc,channel to be confirm,tyagimmf,channel to be confirm,tyagimmf,nd2,30
3058,Red Haryanvi,RedHaryanvi,RedHaryanviUGC,b-6NFQyuyFPrNqroQTnZtA,TYAGIRH,UCb-6NFQyuyFPrNqroQTnZtA,TYAGIRH,ND2,30
3059,channel to be confirmed,vcoi,vcoiugc,channel to be confirmed,vcoi,channel to be confirmed,vcoi,ND2,30
3060,Riya Films Bhojpuri,VianetMedia,VianetMediaUGC,55ReZRA9qcY__C_2_FYfIQ,VMPL,UC55ReZRA9qcY__C_2_FYfIQ,VMPL,ND2,30
3061,Skylark Infotainment,VianetMedia,VianetMediaUGC,XF8v7QdUFDLUvCTTcdji1g,VMPL,UCXF8v7QdUFDLUvCTTcdji1g,VMPL,ND2,30
3062,Anshu Music,VianetMedia,VianetMediaUGC,_41Q2HYIu3sv2-H0qbku9g,VMPL,UC_41Q2HYIu3sv2-H0qbku9g,VMPL,ND2,30
3063,Bundelkhandi Hits,VianetMedia,VianetMediaUGC,kh3-rdKA89mHU1wkj72ZMg,VMPL,UCkh3-rdKA89mHU1wkj72ZMg,VMPL,ND2,30
3064,Akash Series Bhojpuri,VianetMedia,VianetMediaUGC,mQyyg6UsHWZCg2ZqV9Pw0g,VMPL,UCmQyyg6UsHWZCg2ZqV9Pw0g,VMPL,ND2,30
3065,Teena Audio,VianetMedia,VianetMediaUGC,WG3OZsEuso7ZFgF03vPd1w,VMPL,UCWG3OZsEuso7ZFgF03vPd1w,VMPL,ND2,30
3066,Kashmir Valley,VianetMedia,VianetMediaUGC,T3lLclqVvoem_tp5hbB7WQ,VMPL,UCT3lLclqVvoem_tp5hbB7WQ,VMPL,ND2,30
3067,EAB ENTERTAINMENT,VianetMedia,VianetMediaUGC,7alrVOCX3NU_-nJQ6nrN8w,VMPL,UC7alrVOCX3NU_-nJQ6nrN8w,VMPL,ND2,30
3068,Pappu Sharma Khatu Wale,VianetMedia,VianetMediaUGC,XxeM-cXOQ-qWxi1RJyc_Sw,VMPL,UCXxeM-cXOQ-qWxi1RJyc_Sw,VMPL,ND2,30
3069,Yari Films Official,VianetMedia,VianetMediaUGC,qsNV07_2_x48iUK-x7YblQ,VMPL,UCqsNV07_2_x48iUK-x7YblQ,VMPL,ND2,30
3070,Channel to be confirmed,ShivaMusic,ShivaMusicUGC,Channel to be confirmed,YASH,Channel to be confirmed,YASH,ND2,30
3071,channel to be confirmed,avmaudio,avmaudio,channel to be confirmed,avmmu,channel to be confirmed,avmmu,nd2,30
3072,Channel to be confirmed,NHNew,NHNewUGC,Channel to be confirmed,NHS,Channel to be confirmed,NHS,ND2,30
3073,channel to be confirmed,kkaudio,kkaudio,channel to be confirmed,kkmu,channel to be confirmed,kkmu,nd2,30
3074,Channel to be confirmed,FieldLLC,FieldLLCUGC,Channel to be confirmed,FLLC,Channel to be confirmed,FLLC,ND2,30
3075,Channel to be confirmed,Bilzmusic,Bilzmusic,Channel to be confirmed,BIL,Channel to be confirmed,BIL,ND2,30
3076,Channel to be confirmed,TahirHussain,TahirHussain,Channel to be confirmed,TAH,Channel to be confirmed,TAH,ND2,30
3077,givenbydj,TNDMSEJAL,TNDMSEJALUGC,notgivenbydj,TNDMSEJ,notgivenbydj,tndmsej,ND Music,30
3078,givenbydj,TATHASTU,TATHASTUUGC,notgivenbydj,TATHA,notgivenbydj,tatha,ND Music,30
3079,p y films,TNDM7,TNDM7UGC,ucsjfzrrbjrq4eu_lu7c1wfa,TNDM7,ucsjfzrrbjrq4eu_lu7c1wfa,tndm7,ND Music,30
3080,Anamika,Anamika,AnamikaUGC,Lr5n0vslEVwzAlQYVJyecg,ANAMIKA,UCLr5n0vslEVwzAlQYVJyecg,ANAMIKA,ND Kids,30
3081,Shipra's Kitchen,ShipraKhanna,ShipraKhannaUGC,mV-QvDtCF-zonCGzay6YRA,SHIPRA,UCmV-QvDtCF-zonCGzay6YRA,SHIPRA,ND Kids,30
3082,Net Pix Shorts,FSEntCap,FSEntCapUGC,6Nxu_0rmD-vkUoEWqfavOw,FSEC,UC6Nxu_0rmD-vkUoEWqfavOw,FSEC,ND Kids,30
3083,Cotton press studios,CottonPress,CottonPressUGC,a27a1br2PB482-jNx3fvVg,MAUJ,UCa27a1br2PB482-jNx3fvVg,MAUJ,ND Kids,30
3084,We Love Hip Hop Network,KofiHipHop,KofiHipHopUGC,SGbGTkweBvH79LnMha5bxg,WLHH,UCSGbGTkweBvH79LnMha5bxg,WLHH,ND Kids,30
3085,TakumaHellWrathShock,Takuma,TakumaUGC,g6ay0I25ubwul4uu7QYXeA,TAK,UCg6ay0I25ubwul4uu7QYXeA,TAK,ND Kids,30
3086,Anamika,Anamika,AnamikaUGC,Lr5n0vslEVwzAlQYVJyecg,ANAMIKA,UCLr5n0vslEVwzAlQYVJyecg,ANAMIKA,ND Music,30
3087,Shipra's Kitchen,ShipraKhanna,ShipraKhannaUGC,mV-QvDtCF-zonCGzay6YRA,SHIPRA,UCmV-QvDtCF-zonCGzay6YRA,SHIPRA,ND Music,30
3088,Net Pix Shorts,FSEntCap,FSEntCapUGC,6Nxu_0rmD-vkUoEWqfavOw,FSEC,UC6Nxu_0rmD-vkUoEWqfavOw,FSEC,ND Music,30
3089,Cotton press studios,CottonPress,CottonPressUGC,a27a1br2PB482-jNx3fvVg,MAUJ,UCa27a1br2PB482-jNx3fvVg,MAUJ,ND Music,30
3090,We Love Hip Hop Network,KofiHipHop,KofiHipHopUGC,SGbGTkweBvH79LnMha5bxg,WLHH,UCSGbGTkweBvH79LnMha5bxg,WLHH,ND Music,30
3091,TakumaHellWrathShock,Takuma,TakumaUGC,g6ay0I25ubwul4uu7QYXeA,TAK,UCg6ay0I25ubwul4uu7QYXeA,TAK,ND Music,30
3092,Anamika,Anamika,AnamikaUGC,Lr5n0vslEVwzAlQYVJyecg,ANAMIKA,UCLr5n0vslEVwzAlQYVJyecg,ANAMIKA,ND1,30
3093,Shipra's Kitchen,ShipraKhanna,ShipraKhannaUGC,mV-QvDtCF-zonCGzay6YRA,SHIPRA,UCmV-QvDtCF-zonCGzay6YRA,SHIPRA,ND1,30
3094,Net Pix Shorts,FSEntCap,FSEntCapUGC,6Nxu_0rmD-vkUoEWqfavOw,FSEC,UC6Nxu_0rmD-vkUoEWqfavOw,FSEC,ND1,30
3095,Cotton press studios,CottonPress,CottonPressUGC,a27a1br2PB482-jNx3fvVg,MAUJ,UCa27a1br2PB482-jNx3fvVg,MAUJ,ND1,30
3096,We Love Hip Hop Network,KofiHipHop,KofiHipHopUGC,SGbGTkweBvH79LnMha5bxg,WLHH,UCSGbGTkweBvH79LnMha5bxg,WLHH,ND1,30
3097,TakumaHellWrathShock,Takuma,TakumaUGC,g6ay0I25ubwul4uu7QYXeA,TAK,UCg6ay0I25ubwul4uu7QYXeA,TAK,ND1,30
3098,Anamika,Anamika,AnamikaUGC,Lr5n0vslEVwzAlQYVJyecg,ANAMIKA,UCLr5n0vslEVwzAlQYVJyecg,ANAMIKA,ND2,30
3099,Shipra's Kitchen,ShipraKhanna,ShipraKhannaUGC,mV-QvDtCF-zonCGzay6YRA,SHIPRA,UCmV-QvDtCF-zonCGzay6YRA,SHIPRA,ND2,30
3100,Net Pix Shorts,FSEntCap,FSEntCapUGC,6Nxu_0rmD-vkUoEWqfavOw,FSEC,UC6Nxu_0rmD-vkUoEWqfavOw,FSEC,ND2,30
3101,Cotton press studios,CottonPress,CottonPressUGC,a27a1br2PB482-jNx3fvVg,MAUJ,UCa27a1br2PB482-jNx3fvVg,MAUJ,ND2,30
3102,We Love Hip Hop Network,KofiHipHop,KofiHipHopUGC,SGbGTkweBvH79LnMha5bxg,WLHH,UCSGbGTkweBvH79LnMha5bxg,WLHH,ND2,30
3103,TakumaHellWrathShock,Takuma,TakumaUGC,g6ay0I25ubwul4uu7QYXeA,TAK,UCg6ay0I25ubwul4uu7QYXeA,TAK,ND2,30
3104,Channel to be confirmed,NirvanaUGC,NirvanaUGC,Channel to be confirmed,NHSAA,Channel to be confirmed,NHSAA,ND1,30
3105,Channel to be confirmed,NirvanaUGC,NirvanaUGC,Channel to be confirmed,NHSAA,Channel to be confirmed,NHSAA,ND2,30
3106,Channel to be confirmed,NirvanaUGC,NirvanaUGC,Channel to be confirmed,NHSAA,Channel to be confirmed,NHSAA,ND Kids,30
3107,Channel to be confirmed,NirvanaUGC,NirvanaUGC,Channel to be confirmed,NHSAA,Channel to be confirmed,NHSAA,ND Music,30
3108,Channel to be confirmed,ErikLLP,ErikLLPUGC,Channel to be confirmed,TNDMBR,Channel to be confirmed,TNDMBR,ND1,30
3109,Channel to be confirmed,ErikLLP,ErikLLPUGC,Channel to be confirmed,TNDMBR,Channel to be confirmed,TNDMBR,ND2,30
3110,Channel to be confirmed,ErikLLP,ErikLLPUGC,Channel to be confirmed,TNDMBR,Channel to be confirmed,TNDMBR,ND Kids,30
3111,Channel to be confirmed,ErikLLP,ErikLLPUGC,Channel to be confirmed,TNDMBR,Channel to be confirmed,TNDMBR,ND Music,30
3112,Channel to be confirmed,DDENTV,DDENTVUGC,Channel to be confirmed,DDENYU,Channel to be confirmed,DDENYU,ND1,30
3113,Channel to be confirmed,DDENTV,DDENTVUGC,Channel to be confirmed,DDENYU,Channel to be confirmed,DDENYU,ND2,30
3114,Channel to be confirmed,DDENTV,DDENTVUGC,Channel to be confirmed,DDENYU,Channel to be confirmed,DDENYU,ND Kids,30
3115,Channel to be confirmed,DDENTV,DDENTVUGC,Channel to be confirmed,DDENYU,Channel to be confirmed,DDENYU,ND Music,30
3116,Channel to be confirmed,TATHASTU,TATHASTUUGC,Channel to be confirmed,SAMAR,Channel to be confirmed,SAMAR,ND1,30
3117,Channel to be confirmed,TATHASTU,TATHASTUUGC,Channel to be confirmed,SAMAR,Channel to be confirmed,SAMAR,ND2,30
3118,Channel to be confirmed,TATHASTU,TATHASTUUGC,Channel to be confirmed,SAMAR,Channel to be confirmed,SAMAR,ND Kids,30
3119,Channel to be confirmed,TATHASTU,TATHASTUUGC,Channel to be confirmed,SAMAR,Channel to be confirmed,SAMAR,ND Music,30
3120,channel to be confirmed,sohamrockstar,sohamrockstarugc,channel to be confirmed,digisre,channel to be confirmed,digisre,nd1,30
3121,channel to be confirmed,sohamrockstar,sohamrockstarugc,channel to be confirmed,digisre,channel to be confirmed,digisre,nd2,30
3122,channel to be confirmed,sohamrockstar,sohamrockstarugc,channel to be confirmed,digisre,channel to be confirmed,digisre,nd kids,30
3123,channel to be confirmed,sohamrockstar,sohamrockstarugc,channel to be confirmed,digisre,channel to be confirmed,digisre,nd music,30
3124,Channel to be confirmed,Palmstone,PalmstoneUGC,Channel to be confirmed,PALM,Channel to be confirmed,PALM,ND1,30
3125,Channel to be confirmed,Palmstone,PalmstoneUGC,Channel to be confirmed,PALM,Channel to be confirmed,PALM,ND2,30
3126,Channel to be confirmed,Palmstone,PalmstoneUGC,Channel to be confirmed,PALM,Channel to be confirmed,PALM,ND Kids,30
3127,Channel to be confirmed,Palmstone,PalmstoneUGC,Channel to be confirmed,PALM,Channel to be confirmed,PALM,ND Music,30
3128,Channel to be confirmed,Abbtakk,AbbtakkUGC,Channel to be confirmed,ABTV,Channel to be confirmed,ABTV,ND Music,30
3129,Channel to be confirmed,CapitalTV,CapitalTVUGC,Channel to be confirmed,CATV,Channel to be confirmed,CATV,ND Music,30
3130,Channel to be confirmed,HRXBrand,HRXBrandUGC,Channel to be confirmed,DIGIHR,Channel to be confirmed,DIGIHR,ND Music,30
3131,Channel to be confirmed,Enter10-DangalKannada,Enter10-DangalKannadaUGC,Channel to be confirmed,ENT10K,Channel to be confirmed,ENT10K,ND Music,30
3132,Channel to be confirmed,BathinaSuresh,BathinaSureshUGC,Channel to be confirmed,KNX,Channel to be confirmed,KNX,ND Music,30
3133,Channel to be confirmed,Luminosity,LuminosityUGC,Channel to be confirmed,LPL,Channel to be confirmed,LPL,ND Music,30
3134,Channel to be confirmed,MatthewOjoduma,MatthewOjodumaUGC,Channel to be confirmed,MAO,Channel to be confirmed,MAO,ND Music,30
3135,Channel to be confirmed,MurphyNIgeria,MurphyNIgeriaUGC,Channel to be confirmed,MBI,Channel to be confirmed,MBI,ND Music,30
3136,Channel to be confirmed,NakodaMusic,NakodaMusicUGC,Channel to be confirmed,NAKO,Channel to be confirmed,NAKO,ND Music,30
3137,Channel to be confirmed,OzMediaAsia,OzMediaAsiaUGC,Channel to be confirmed,OZA,Channel to be confirmed,OZA,ND Music,30
3138,Channel to be confirmed,ParikramaTheBand,ParikramaTheBandUGC,Channel to be confirmed,PAR,Channel to be confirmed,PAR,ND Music,30
3139,Channel to be confirmed,SwamiRajkot,SwamiRajkotUGC,Channel to be confirmed,RKG,Channel to be confirmed,RKG,ND Music,30
3140,Channel to be confirmed,SplitMoonArts,SplitMoonArtsUGC,Channel to be confirmed,SMA,Channel to be confirmed,SMA,ND Music,30
3141,Channel to be confirmed,SonachiFilms,SonachiFilmsUGC,Channel to be confirmed,SOF,Channel to be confirmed,SOF,ND Music,30
3142,Channel to be confirmed,Suchtv,SuchtvUGC,Channel to be confirmed,SUTV,Channel to be confirmed,SUTV,ND Music,30
3143,Channel to be confirmed,VHunt,VHuntUGC,Channel to be confirmed,Vhunt,Channel to be confirmed,Vhunt,ND Music,30
3144,Channel to be confirmed,WaqtNews,WaqtNewsUGC,Channel to be confirmed,WATV,Channel to be confirmed,WATV,ND Music,30
3145,Channel to be confirmed,ChetanThakkar,ChetanThakkarUGC,Channel to be confirmed,CHT,Channel to be confirmed,CHT,ND Music,30
3146,Channel to be confirmed,Wochit,WochitUGC,Channel to be confirmed,WOC,Channel to be confirmed,WOC,ND Music,30
3147,Channel to be confirmed,SwaminarayanMandir,SwaminarayanMandirUGC,Channel to be confirmed,SWAMI,Channel to be confirmed,SWAMI,ND Music,30
3148,Channel to be confirmed,MobileMediaB2B,MobileMediaB2BUGC,Channel to be confirmed,MMB2B,Channel to be confirmed,MMB2B,ND Music,30
3149,Channel to be confirmed,Anis,AnisUGC,Channel to be confirmed,TKS,Channel to be confirmed,TKS,ND Music,30
3150,Channel to be confirmed,AVMPP,AVMUGC,Channel to be confirmed,AVM,Channel to be confirmed,AVM,ND Music,30
3151,Channel to be confirmed,SuratGurukul,SuratGurukulUGC,Channel to be confirmed,SGS,Channel to be confirmed,SGS,ND Music,30
3152,Channel to be confirmed,Tristar,TristarUGC,Channel to be confirmed,TRIS,Channel to be confirmed,TRIS,ND Music,30
3153,channel to be confirmed,rdc-sidhtv,rdc-sidhtvugc,channel to be confirmed,sidh,channel to be confirmed,sidh,nd kids,30
3154,Channel to be confirmed,VianetMedia,VianetMediaUGC,Channel to be confirmed,VMPL,Channel to be confirmed,VMPL,ND Music,30
3155,channel to be confirmed,koo-anm,koo-anmugc,channel to be confirmed,kooh,channel to be confirmed,kooh,nd kids,30
3156,Channel to be confirmed,NileshSB,NileshSBUGC,Channel to be confirmed,CHITRA,Channel to be confirmed,CHITRA,ND Music,30
3157,Channel to be confirmed,TeamFilm,TeamFilmUGC,Channel to be confirmed,TFB,Channel to be confirmed,TFB,ND Music,30
3158,channel to be confirmed,nhnew,nhnewugc,channel to be confirmed,nhs,channel to be confirmed,nhs,nd music,30
3159,Channel to be confirmed,SwamiKalupur,SwamiKalupurUGC,Channel to be confirmed,KALU,Channel to be confirmed,KALU,ND Music,30
3160,Channel to be confirmed,TahirHussain,TahirHussainUGC,Channel to be confirmed,TAH,Channel to be confirmed,TAH,ND Music,30
3161,Channel to be confirmed,Vedantavision,VedantavisionUGC,Channel to be confirmed,VED,Channel to be confirmed,VED,ND Music,30
3162,Channel to be confirmed,Dharmesh,DharmeshUGC,Channel to be confirmed,DMI,Channel to be confirmed,DMI,ND Music,30
3163,Channel to be confirmed,Digicell,DigicellUGC,Channel to be confirmed,DCMPL,Channel to be confirmed,DCMPL,ND Music,30
3164,Channel to be confirmed,AnshuPant,AnshuPantUGC,Channel to be confirmed,ANSU,Channel to be confirmed,ANSU,ND Music,30
3165,Channel to be confirmed,ShilpaShetty,ShilpaShettyUGC,Channel to be confirmed,DIGISS,Channel to be confirmed,DIGISS,ND Music,30
3166,Channel to be confirmed,LotusEnt,LotusEntUGC,Channel to be confirmed,LOTUS,Channel to be confirmed,LOTUS,ND Music,30
3167,Channel to be confirmed,RDC,RDCUGC,Channel to be confirmed,RDCMO,Channel to be confirmed,RDCMO,ND Music,30
3168,Channel to be confirmed,RDC,RDCUGC,Channel to be confirmed,RDCG,Channel to be confirmed,RDCG,ND Music,30
3169,Channel to be confirmed,GeetaPictures,GeetaPicturesUGC,Channel to be confirmed,NGP,Channel to be confirmed,NGP,ND Music,30
3170,Channel to be confirmed,CarnivalElec,CarnivalElecUGC,Channel to be confirmed,CRE,Channel to be confirmed,CRE,ND Music,30
3171,Channel to be confirmed,KooTVKids,KooTVKidsUGC,Channel to be confirmed,KOO,Channel to be confirmed,KOO,ND Music,30
3172,Channel to be confirmed,SarvamangalSwami,SarvamangalSwamiUGC,Channel to be confirmed,SVMS,Channel to be confirmed,SVMS,ND Music,30
3173,Channel to be confirmed,NDJ,NDJUGC,Channel to be confirmed,NDJ,Channel to be confirmed,NDJ,ND Music,30
3174,Channel to be confirmed,Jamar,JamarUGC,Channel to be confirmed,JAMAR,Channel to be confirmed,JAMAR,ND Music,30
3175,Channel to be confirmed,Sarodrcords,SarodrecordsUGC,Channel to be confirmed,SRD,Channel to be confirmed,SRD,ND Music,30
3176,Channel to be confirmed,Bullhornpictures,BullhornpicturesUGC,Channel to be confirmed,BUL,Channel to be confirmed,BUL,ND Music,30
3177,Channel to be confirmed,ShubhamAVPL,ShubhamAVPLUGC,Channel to be confirmed,SAVPL,Channel to be confirmed,SAVPL,ND Music,30
3178,channel to be confirmed,koo-ssoftoons,koo-ssoftoonsugc,channel to be confirmed,ksoft,channel to be confirmed,ksoft,nd kids,30
3179,Channel to be confirmed,RDC,RDCUGC,Channel to be confirmed,RDCJ,Channel to be confirmed,RDCJ,ND Music,30
3180,Channel to be confirmed,Devikasmusic,DevikasmusicUGC,Channel to be confirmed,DEV,Channel to be confirmed,DEV,ND Music,30
3181,Channel to be confirmed,Enter10-Bangla,Enter10-BanglaUGC,Channel to be confirmed,ENT10B,Channel to be confirmed,ENT10B,ND Music,30
3182,Channel to be confirmed,MaitriBodh,MaitriBodhUGC,Channel to be confirmed,MBP,Channel to be confirmed,MBP,ND Music,30
3183,Channel to be confirmed,AjayYadav,AjayYadavUGC,Channel to be confirmed,AJY,Channel to be confirmed,AJY,ND Music,30
3184,Channel to be confirmed,SearchPrecise,SearchPreciseUGC,Channel to be confirmed,SPC,Channel to be confirmed,SPC,ND Music,30
3185,Channel to be confirmed,overloadvideos,overloadvideosUGC,Channel to be confirmed,OLV,Channel to be confirmed,OLV,ND Music,30
3186,Channel to be confirmed,FilmKraft,FilmKraftUGC,Channel to be confirmed,DIGIFK,Channel to be confirmed,DIGIFK,ND Music,30
3187,Channel to be confirmed,TNDM-Rajlax,TNDM-RajlaxUGC,Channel to be confirmed,TNDMRL,Channel to be confirmed,TNDMRL,ND Music,30
3188,Channel to be confirmed,ShreyaEnt,ShreyaEntUGC,Channel to be confirmed,SHYENT,Channel to be confirmed,SHYENT,ND Music,30
3189,Channel to be confirmed,Prasun-Vedd,Prasun-VeddUGC,Channel to be confirmed,POTR,Channel to be confirmed,POTR,ND Music,30
3190,Channel to be confirmed,Playground,PlaygroundUGC,Channel to be confirmed,PGDC,Channel to be confirmed,PGDC,ND Music,30
3191,Channel to be confirmed,Virtumobile,VirtumobileUGC,Channel to be confirmed,RAM,Channel to be confirmed,RAM,ND Music,30
3192,Channel to be confirmed,AngadSingh,AngadSinghUGC,Channel to be confirmed,AGS,Channel to be confirmed,AGS,ND Music,30
3193,Channel to be confirmed,AjayChoudhary,AjayChoudharyUGC,Channel to be confirmed,AJYC,Channel to be confirmed,AJYC,ND Music,30
3194,Channel to be confirmed,ChaitaliChakraborty,ChaitaliChakrabortyUGC,Channel to be confirmed,CCBY,Channel to be confirmed,CCBY,ND Music,30
3195,Channel to be confirmed,ChandandeepSingh,ChandandeepSinghUGC,Channel to be confirmed,CND,Channel to be confirmed,CND,ND Music,30
3196,Channel to be confirmed,EmpowerBollywood,EmpowerBollywoodUGC,Channel to be confirmed,EMTV,Channel to be confirmed,EMTV,ND Music,30
3197,Channel to be confirmed,FunOnGo,FunOnGoUGC,Channel to be confirmed,FOG,Channel to be confirmed,FOG,ND Music,30
3198,Channel to be confirmed,JotyKay,JotyKayUGC,Channel to be confirmed,JKW,Channel to be confirmed,JKW,ND Music,30
3199,Channel to be confirmed,KavitaShah,KavitaShahUGC,Channel to be confirmed,KTK,Channel to be confirmed,KTK,ND Music,30
3200,Channel to be confirmed,LeenaJay,LeenaJayUGC,Channel to be confirmed,LJAY,Channel to be confirmed,LJAY,ND Music,30
3201,Channel to be confirmed,MahmoodMatloob3,MahmoodMatloob3UGC,Channel to be confirmed,NFAK,Channel to be confirmed,NFAK,ND Music,30
3202,Channel to be confirmed,NikhilDhomkar,NikhilDhomkarUGC,Channel to be confirmed,NIDH,Channel to be confirmed,NIDH,ND Music,30
3203,Channel to be confirmed,RadhikaFilms,RadhikaFilmsUGC,Channel to be confirmed,RADF,Channel to be confirmed,RADF,ND Music,30
3204,Channel to be confirmed,SanchitAgnihotri,SanchitAgnihotriUGC,Channel to be confirmed,SAH,Channel to be confirmed,SAH,ND Music,30
3205,Channel to be confirmed,MechExp,MechExpUGC,Channel to be confirmed,SHANK,Channel to be confirmed,SHANK,ND Music,30
3206,Channel to be confirmed,SuneetVarma,SuneetVarmaUGC,Channel to be confirmed,SUNV,Channel to be confirmed,SUNV,ND Music,30
3207,Channel to be confirmed,DalvinderKumar,DalvinderKumarUGC,Channel to be confirmed,DLK,Channel to be confirmed,DLK,ND Music,30
3208,Channel to be confirmed,Marsorbit,MarsorbitUGC,Channel to be confirmed,MARS,Channel to be confirmed,MARS,ND Music,30
3209,Channel to be confirmed,TNDM-Rakesh,TNDM-RakeshUGC,Channel to be confirmed,TNDMR,Channel to be confirmed,TNDMR,ND Music,30
3210,Channel to be confirmed,TNDM-Mars,TNDM-MarsUGC,Channel to be confirmed,TNDMARS,Channel to be confirmed,TNDMARS,ND Music,30
3211,Channel to be confirmed,TNA,TNAUGC,Channel to be confirmed,TNA,Channel to be confirmed,TNA,ND Music,30
3212,Channel to be confirmed,Galaxy,GalaxyUGC,Channel to be confirmed,GDPL,Channel to be confirmed,GDPL,ND Music,30
3213,Channel to be confirmed,RichInt,RichIntUGC,Channel to be confirmed,RICH,Channel to be confirmed,RICH,ND Music,30
3214,Channel to be confirmed,GirjeshGupta,GirjeshGuptaUGC,Channel to be confirmed,GGG,Channel to be confirmed,GGG,ND Music,30
3215,Channel to be confirmed,NautankiSamrat,NautankiSamratUGC,Channel to be confirmed,TYAGINS,Channel to be confirmed,TYAGINS,ND Music,30
3216,Channel to be confirmed,TNDM-1,TNDM-1UGC,Channel to be confirmed,TNDM1,Channel to be confirmed,TNDM1,ND Music,30
3217,Channel to be confirmed,TNDM-5,TNDM-5UGC,Channel to be confirmed,TNDM5,Channel to be confirmed,TNDM5,ND Music,30
3218,Channel to be confirmed,AnitaFilms,AnitaFilmsUGC,Channel to be confirmed,ANF,Channel to be confirmed,ANF,ND Music,30
3219,Channel to be confirmed,TNDM-4,TNDM-4UGC,Channel to be confirmed,TNDM4,Channel to be confirmed,TNDM4,ND Music,30
3220,Channel to be confirmed,DigiOsmosis,DigiOsmosisUGC,Channel to be confirmed,DIGI,Channel to be confirmed,DIGI,ND Music,30
3221,Channel to be confirmed,JustinHunte,JustinHunteUGC,Channel to be confirmed,TCM,Channel to be confirmed,TCM,ND Music,30
3222,Channel to be confirmed,DigiOsmosis,DigiOsmosisUGC,Channel to be confirmed,DIGIIST,Channel to be confirmed,DIGIIST,ND Music,30
3223,Channel to be confirmed,HarshJodhi,HarshJodhiUGC,Channel to be confirmed,HRJ,Channel to be confirmed,HRJ,ND Music,30
